meter_id,segment,date,day_of_week,day_of_month,month,is_weekend,is_dry_season,is_term_time,dow_sin,dow_cos,month_sin,month_cos,units_bought,topup_sequence,rolling_avg_7d,rolling_avg_30d,daily_kwh,days_remaining
3,commercial,2024-06-30,6,30,6,1,1,1,-0.781831,0.62349,0.0,-1.0,475.4,11,9.7584,8.9595,5.786,48.7
3,commercial,2024-07-05,4,5,7,0,1,1,-0.433884,-0.900969,-0.5,-0.866025,425.9,12,9.2217,9.2878,10.13,46.2
3,commercial,2024-07-21,6,21,7,1,1,1,-0.781831,0.62349,-0.5,-0.866025,192.6,13,8.9416,9.1188,7.655,21.5
3,commercial,2024-07-30,1,30,7,0,1,1,0.781831,0.62349,-0.5,-0.866025,371.0,14,10.6731,9.7262,13.939,34.8
3,commercial,2024-08-20,1,20,8,0,1,0,0.781831,0.62349,-0.866025,-0.5,422.2,15,9.1459,10.0154,8.494,46.2
3,commercial,2024-08-23,4,23,8,0,1,0,-0.433884,-0.900969,-0.866025,-0.5,413.3,16,9.8667,9.92,10.925,41.9
3,commercial,2024-09-08,6,8,9,1,0,1,-0.781831,0.62349,-1.0,-0.0,106.6,17,9.5523,9.1389,7.691,11.2
3,commercial,2024-09-12,3,12,9,0,0,1,0.433884,-0.900969,-1.0,-0.0,109.5,18,9.5057,9.4945,10.057,11.5
3,commercial,2024-09-18,2,18,9,0,0,1,0.974928,-0.222521,-1.0,-0.0,257.2,19,9.0884,9.429,10.923,28.3
3,commercial,2024-09-22,6,22,9,1,0,1,-0.781831,0.62349,-1.0,-0.0,335.3,20,9.3613,9.1634,6.87,35.8
3,commercial,2024-09-26,3,26,9,0,0,1,0.433884,-0.900969,-1.0,-0.0,383.8,21,9.3007,9.2508,11.701,41.3
3,commercial,2024-10-30,2,30,10,0,0,1,0.974928,-0.222521,-0.866025,0.5,356.6,22,9.4521,8.9686,11.798,37.7
3,commercial,2024-11-05,1,5,11,0,0,1,0.781831,0.62349,-0.5,0.866025,196.2,23,9.4161,8.9618,12.675,20.8
3,commercial,2024-12-27,4,27,12,0,0,0,-0.433884,-0.900969,-0.0,1.0,232.8,24,9.6623,10.1352,10.168,24.1
8,commercial,2024-01-04,3,4,1,0,0,1,0.433884,-0.900969,0.5,0.866025,456.8,1,14.2492,14.2492,12.764,32.1
8,commercial,2024-02-10,5,10,2,1,0,1,-0.974928,-0.222521,0.866025,0.5,254.9,2,11.1367,11.5883,6.882,22.9
8,commercial,2024-03-13,2,13,3,0,0,1,0.974928,-0.222521,1.0,0.0,279.6,3,10.6057,11.0731,14.255,26.4
8,commercial,2024-03-28,3,28,3,0,0,1,0.433884,-0.900969,1.0,0.0,297.0,4,10.6369,11.6726,11.908,27.9
8,commercial,2024-04-12,4,12,4,0,0,0,-0.433884,-0.900969,0.866025,-0.5,214.7,5,11.1133,11.4376,12.02,19.3
8,commercial,2024-05-01,2,1,5,0,1,1,0.974928,-0.222521,0.5,-0.866025,394.2,6,11.968,11.4632,12.119,32.9
8,commercial,2024-05-06,0,6,5,0,1,1,0.0,1.0,0.5,-0.866025,188.2,7,10.7029,11.3209,10.916,17.6
8,commercial,2024-06-07,4,7,6,0,1,1,-0.433884,-0.900969,0.0,-1.0,489.9,8,10.8301,11.2679,10.192,45.2
8,commercial,2024-06-27,3,27,6,0,1,1,0.433884,-0.900969,0.0,-1.0,477.8,9,11.2566,11.1069,8.053,42.4
8,commercial,2024-07-11,3,11,7,0,1,1,0.433884,-0.900969,-0.5,-0.866025,180.4,10,11.7589,10.9744,16.757,15.3
8,commercial,2024-07-12,4,12,7,0,1,1,-0.433884,-0.900969,-0.5,-0.866025,222.3,11,12.7053,11.3552,17.491,17.5
8,commercial,2024-08-30,4,30,8,0,1,0,-0.433884,-0.900969,-0.866025,-0.5,117.4,12,13.0497,11.7046,12.772,9.0
8,commercial,2024-09-18,2,18,9,0,0,1,0.974928,-0.222521,-1.0,-0.0,221.8,13,10.4451,11.5268,11.528,21.2
8,commercial,2024-09-22,6,22,9,1,0,1,-0.781831,0.62349,-1.0,-0.0,206.9,14,10.5861,11.1246,6.499,19.5
8,commercial,2024-10-10,3,10,10,0,0,1,0.433884,-0.900969,-0.866025,0.5,289.6,15,11.2804,10.5674,10.036,25.7
8,commercial,2024-11-01,4,1,11,0,0,1,-0.433884,-0.900969,-0.5,0.866025,125.8,16,11.7976,11.7037,12.718,10.7
8,commercial,2024-11-15,4,15,11,0,0,1,-0.433884,-0.900969,-0.5,0.866025,320.9,17,10.2904,11.4971,9.12,31.2
8,commercial,2024-12-10,1,10,12,0,0,0,0.781831,0.62349,-0.0,1.0,339.0,18,11.9154,11.0824,12.756,28.5
8,commercial,2024-12-27,4,27,12,0,0,0,-0.433884,-0.900969,-0.0,1.0,334.2,19,11.3383,11.3159,16.24,29.5
9,commercial,2024-01-04,3,4,1,0,0,1,0.433884,-0.900969,0.5,0.866025,226.0,1,14.6835,14.6835,13.421,15.4
9,commercial,2024-01-18,3,18,1,0,0,1,0.433884,-0.900969,0.5,0.866025,441.8,2,14.3961,13.7436,21.823,30.7
9,commercial,2024-01-28,6,28,1,1,0,1,-0.781831,0.62349,0.5,0.866025,311.8,3,14.5407,13.5861,12.893,21.4
9,commercial,2024-03-06,2,6,3,0,0,1,0.974928,-0.222521,1.0,0.0,315.1,4,13.8774,14.4301,17.639,22.7
9,commercial,2024-03-17,6,17,3,1,0,1,-0.781831,0.62349,1.0,0.0,250.0,5,13.4003,13.5656,8.302,18.7
9,commercial,2024-03-26,1,26,3,0,0,1,0.781831,0.62349,1.0,0.0,145.0,6,15.0784,13.9383,16.184,9.6
9,commercial,2024-04-18,3,18,4,0,0,0,0.433884,-0.900969,0.866025,-0.5,282.3,7,14.0971,14.2426,18.292,20.0
9,commercial,2024-05-06,0,6,5,0,1,1,0.0,1.0,0.5,-0.866025,380.2,8,13.5194,13.7016,14.579,28.1
9,commercial,2024-05-08,2,8,5,0,1,1,0.974928,-0.222521,0.5,-0.866025,393.1,9,13.283,14.0125,15.314,29.6
9,commercial,2024-05-22,2,22,5,0,1,1,0.974928,-0.222521,0.5,-0.866025,221.1,10,15.0376,13.8751,15.225,14.7
9,commercial,2024-06-17,0,17,6,0,1,1,0.0,1.0,0.0,-1.0,115.2,11,12.045,12.9367,16.366,9.6
9,commercial,2024-08-24,5,24,8,1,1,0,-0.974928,-0.222521,-0.866025,-0.5,242.6,12,12.459,13.7556,8.544,19.5
9,commercial,2024-09-12,3,12,9,0,0,1,0.433884,-0.900969,-1.0,-0.0,189.8,13,13.1434,13.2041,10.939,14.4
9,commercial,2024-09-21,5,21,9,1,0,1,-0.974928,-0.222521,-1.0,-0.0,477.4,14,13.2611,12.7226,12.02,36.0
9,commercial,2024-10-10,3,10,10,0,0,1,0.433884,-0.900969,-0.866025,0.5,378.4,15,13.4953,13.9954,17.22,28.0
9,commercial,2024-10-19,5,19,10,1,0,1,-0.974928,-0.222521,-0.866025,0.5,229.0,16,13.7256,14.1205,9.708,16.7
9,commercial,2024-10-24,3,24,10,0,0,1,0.433884,-0.900969,-0.866025,0.5,258.0,17,13.7826,14.3487,13.917,18.7
9,commercial,2024-12-04,2,4,12,0,0,0,0.974928,-0.222521,-0.0,1.0,148.0,18,13.7599,14.2304,16.776,10.8
20,commercial,2024-01-16,1,16,1,0,0,1,0.781831,0.62349,0.5,0.866025,308.0,1,17.3199,16.3006,20.99,17.8
20,commercial,2024-01-19,4,19,1,0,0,1,-0.433884,-0.900969,0.5,0.866025,171.5,2,16.2376,16.3926,23.129,10.6
20,commercial,2024-02-06,1,6,2,0,0,1,0.781831,0.62349,0.866025,0.5,481.5,3,17.2557,17.1355,15.419,27.9
20,commercial,2024-03-25,0,25,3,0,0,1,0.0,1.0,1.0,0.0,216.9,4,15.3684,16.769,22.776,14.1
20,commercial,2024-03-31,6,31,3,1,0,1,-0.781831,0.62349,1.0,0.0,349.7,5,18.3383,16.7738,10.417,19.1
20,commercial,2024-04-04,3,4,4,0,0,0,0.433884,-0.900969,0.866025,-0.5,114.1,6,16.6816,16.9794,19.676,6.8
20,commercial,2024-05-02,3,2,5,0,1,1,0.433884,-0.900969,0.5,-0.866025,265.7,7,18.2763,17.6261,23.255,14.5
20,commercial,2024-05-03,4,3,5,0,1,1,-0.433884,-0.900969,0.5,-0.866025,490.9,8,18.3267,17.7824,22.747,26.8
20,commercial,2024-05-12,6,12,5,1,1,1,-0.781831,0.62349,0.5,-0.866025,268.2,9,15.7127,17.1359,8.613,17.1
20,commercial,2024-05-22,2,22,5,0,1,1,0.974928,-0.222521,0.5,-0.866025,492.5,11,17.4077,17.9138,14.762,28.3
20,commercial,2024-05-25,5,25,5,1,1,1,-0.974928,-0.222521,0.5,-0.866025,262.9,12,16.9713,17.6204,11.697,15.5
20,commercial,2024-06-13,3,13,6,0,1,1,0.433884,-0.900969,0.0,-1.0,477.8,14,18.8056,18.2903,20.696,25.4
20,commercial,2024-06-20,3,20,6,0,1,1,0.433884,-0.900969,0.0,-1.0,378.0,15,16.3574,17.7739,14.812,23.1
20,commercial,2024-07-11,3,11,7,0,1,1,0.433884,-0.900969,-0.5,-0.866025,317.0,16,15.7589,16.43,20.08,20.1
20,commercial,2024-08-30,4,30,8,0,1,0,-0.433884,-0.900969,-0.866025,-0.5,323.5,17,17.2999,17.0456,16.568,18.7
20,commercial,2024-09-09,0,9,9,0,0,1,0.0,1.0,-1.0,-0.0,442.1,18,18.2116,17.4025,19.856,24.3
20,commercial,2024-09-13,4,13,9,0,0,1,-0.433884,-0.900969,-1.0,-0.0,225.4,19,16.725,17.4991,17.423,13.5
20,commercial,2024-09-19,3,19,9,0,0,1,0.433884,-0.900969,-1.0,-0.0,193.6,20,16.0924,17.1609,22.339,12.0
20,commercial,2024-10-27,6,27,10,1,0,1,-0.781831,0.62349,-0.866025,0.5,384.9,21,16.7826,16.508,9.065,22.9
20,commercial,2024-11-12,1,12,11,0,0,1,0.781831,0.62349,-0.5,0.866025,100.5,22,14.224,16.217,15.725,7.1
20,commercial,2024-11-24,6,24,11,1,0,1,-0.781831,0.62349,-0.5,0.866025,472.8,23,19.357,16.064,11.647,24.4
20,commercial,2024-11-27,2,27,11,0,0,1,0.974928,-0.222521,-0.5,0.866025,283.8,24,17.9831,16.431,20.85,15.8
20,commercial,2024-12-08,6,8,12,1,0,0,-0.781831,0.62349,-0.0,1.0,363.7,25,17.0626,16.1823,15.872,21.3
20,commercial,2024-12-14,5,14,12,1,0,0,-0.974928,-0.222521,-0.0,1.0,445.2,26,15.6364,16.3801,7.417,28.5
28,commercial,2024-01-18,3,18,1,0,0,1,0.433884,-0.900969,0.5,0.866025,186.3,1,12.0636,11.1873,14.07,15.4
28,commercial,2024-01-19,4,19,1,0,0,1,-0.433884,-0.900969,0.5,0.866025,481.4,2,11.3983,11.14,10.289,42.2
28,commercial,2024-01-23,1,23,1,0,0,1,0.781831,0.62349,0.5,0.866025,302.3,3,9.929,10.5736,9.803,30.4
28,commercial,2024-01-27,5,27,1,1,0,1,-0.974928,-0.222521,0.5,0.866025,233.9,4,9.552,10.5691,9.056,24.5
28,commercial,2024-02-21,2,21,2,0,0,1,0.974928,-0.222521,0.866025,0.5,256.7,5,9.3729,9.7967,9.979,27.4
28,commercial,2024-02-29,3,29,2,0,0,1,0.433884,-0.900969,0.866025,0.5,423.9,6,10.5944,9.8856,12.222,40.0
28,commercial,2024-03-12,1,12,3,0,0,1,0.781831,0.62349,1.0,0.0,100.5,7,10.7453,10.3385,12.538,9.4
28,commercial,2024-03-15,4,15,3,0,0,1,-0.433884,-0.900969,1.0,0.0,302.4,8,9.7737,10.4651,12.228,30.9
28,commercial,2024-03-25,0,25,3,0,0,1,0.0,1.0,1.0,0.0,320.0,9,10.318,10.5454,11.302,31.0
28,commercial,2024-03-27,2,27,3,0,0,1,0.974928,-0.222521,1.0,0.0,207.9,10,10.438,10.7394,9.851,19.9
28,commercial,2024-04-11,3,11,4,0,0,0,0.433884,-0.900969,0.866025,-0.5,362.3,11,10.6713,10.8959,10.29,34.0
28,commercial,2024-04-13,5,13,4,1,0,0,-0.974928,-0.222521,0.866025,-0.5,257.3,12,9.8777,10.6766,5.628,26.0
28,commercial,2024-05-14,1,14,5,0,1,1,0.781831,0.62349,0.5,-0.866025,164.4,13,10.3751,10.0129,8.602,15.8
28,commercial,2024-05-30,3,30,5,0,1,1,0.433884,-0.900969,0.5,-0.866025,171.5,14,9.8087,10.1021,11.681,17.5
28,commercial,2024-06-24,0,24,6,0,1,1,0.0,1.0,0.0,-1.0,126.0,15,9.0221,9.5448,9.155,14.0
28,commercial,2024-07-04,3,4,7,0,1,1,0.433884,-0.900969,-0.5,-0.866025,230.3,16,9.6396,9.5842,6.456,23.9
28,commercial,2024-07-13,5,13,7,1,1,1,-0.974928,-0.222521,-0.5,-0.866025,447.1,17,9.9851,9.3417,7.313,44.8
28,commercial,2024-07-15,0,15,7,0,1,1,0.0,1.0,-0.5,-0.866025,310.5,18,9.665,9.2432,7.52,32.1
28,commercial,2024-07-29,0,29,7,0,1,1,0.0,1.0,-0.5,-0.866025,156.0,19,10.9899,9.9597,10.721,14.2
28,commercial,2024-08-12,0,12,8,0,1,0,0.0,1.0,-0.866025,-0.5,461.6,20,10.1131,10.3605,12.121,45.6
28,commercial,2024-08-24,5,24,8,1,1,0,-0.974928,-0.222521,-0.866025,-0.5,282.3,21,10.5743,10.6711,6.78,26.7
28,commercial,2024-09-19,3,19,9,0,0,1,0.433884,-0.900969,-1.0,-0.0,143.6,22,10.4947,10.4937,11.592,13.7
28,commercial,2024-10-24,3,24,10,0,0,1,0.433884,-0.900969,-0.866025,0.5,118.1,23,9.0191,9.9705,13.884,13.1
28,commercial,2024-11-20,2,20,11,0,0,1,0.974928,-0.222521,-0.5,0.866025,309.1,24,10.1713,9.9017,12.919,30.4
28,commercial,2024-11-23,5,23,11,1,0,1,-0.974928,-0.222521,-0.5,0.866025,483.3,25,9.2033,9.7988,5.661,52.5
28,commercial,2024-12-12,3,12,12,0,0,0,0.433884,-0.900969,-0.0,1.0,146.2,26,10.9363,10.2285,13.309,13.4
28,commercial,2024-12-13,4,13,12,0,0,0,-0.433884,-0.900969,-0.0,1.0,328.1,27,11.7764,10.3967,14.949,27.9
30,commercial,2024-01-03,2,3,1,0,0,1,0.974928,-0.222521,0.5,0.866025,361.8,1,11.2457,11.2457,13.329,32.2
30,commercial,2024-02-24,5,24,2,1,0,1,-0.974928,-0.222521,0.866025,0.5,359.1,2,8.8966,9.5952,6.184,40.4
30,commercial,2024-03-16,5,16,3,1,0,1,-0.974928,-0.222521,1.0,0.0,335.8,3,10.5283,9.925,8.184,31.9
30,commercial,2024-04-20,5,20,4,1,0,0,-0.974928,-0.222521,0.866025,-0.5,287.5,4,9.6726,9.4089,5.341,29.7
30,commercial,2024-04-22,0,22,4,0,0,0,0.0,1.0,0.866025,-0.5,422.3,5,9.8303,9.4142,11.242,43.0
30,commercial,2024-06-11,1,11,6,0,1,1,0.781831,0.62349,0.0,-1.0,284.3,6,9.9766,10.6292,10.169,28.5
30,commercial,2024-06-22,5,22,6,1,1,1,-0.974928,-0.222521,0.0,-1.0,232.4,7,9.0377,10.2338,6.865,25.7
30,commercial,2024-07-01,0,1,7,0,1,1,0.0,1.0,-0.5,-0.866025,442.2,8,9.7206,9.8268,8.394,45.5
30,commercial,2024-07-13,5,13,7,1,1,1,-0.974928,-0.222521,-0.5,-0.866025,403.0,9,9.7591,9.7075,7.366,41.3
30,commercial,2024-08-17,5,17,8,1,1,0,-0.974928,-0.222521,-0.866025,-0.5,433.6,10,9.3797,9.9002,7.731,46.2
30,commercial,2024-09-07,5,7,9,1,0,1,-0.974928,-0.222521,-1.0,-0.0,385.6,11,10.2391,9.9706,5.694,37.7
30,commercial,2024-09-08,6,8,9,1,0,1,-0.781831,0.62349,-1.0,-0.0,217.9,12,10.6086,9.9785,9.313,20.5
30,commercial,2024-11-10,6,10,11,1,0,1,-0.781831,0.62349,-0.5,0.866025,426.7,13,9.981,9.5965,5.354,42.8
30,commercial,2024-11-13,2,13,11,0,0,1,0.974928,-0.222521,-0.5,0.866025,429.9,14,9.6897,9.9168,11.854,44.4
30,commercial,2024-12-10,1,10,12,0,0,0,0.781831,0.62349,-0.0,1.0,363.9,15,9.5381,10.0208,8.019,38.2
30,commercial,2024-12-30,0,30,12,0,0,0,0.0,1.0,-0.0,1.0,139.9,16,9.6611,9.7697,10.999,14.5
38,commercial,2024-01-09,1,9,1,0,0,1,0.781831,0.62349,0.5,0.866025,417.1,1,10.0896,9.5908,12.727,41.3
38,commercial,2024-01-16,1,16,1,0,0,1,0.781831,0.62349,0.5,0.866025,193.9,2,9.8159,9.6892,9.553,19.8
38,commercial,2024-02-19,0,19,2,0,0,1,0.0,1.0,0.866025,0.5,191.6,3,9.866,9.611,12.052,19.4
38,commercial,2024-03-11,0,11,3,0,0,1,0.0,1.0,1.0,0.0,427.7,4,8.9427,9.9906,9.547,47.8
38,commercial,2024-03-17,6,17,3,1,0,1,-0.781831,0.62349,1.0,0.0,118.4,5,9.9201,9.8372,8.706,11.9
38,commercial,2024-04-17,2,17,4,0,0,0,0.974928,-0.222521,0.866025,-0.5,311.8,6,10.6679,9.9632,10.541,29.2
38,commercial,2024-04-28,6,28,4,1,0,0,-0.781831,0.62349,0.866025,-0.5,386.2,7,9.9216,9.9909,6.757,38.9
38,commercial,2024-04-30,1,30,4,0,0,0,0.781831,0.62349,0.866025,-0.5,415.8,8,9.9786,10.3571,11.53,41.7
38,commercial,2024-08-08,3,8,8,0,1,0,0.433884,-0.900969,-0.866025,-0.5,236.1,9,9.4757,9.7307,9.659,24.9
38,commercial,2024-08-19,0,19,8,0,1,0,0.0,1.0,-0.866025,-0.5,360.6,10,9.5756,9.5324,13.87,37.7
38,commercial,2024-09-03,1,3,9,0,0,1,0.781831,0.62349,-1.0,-0.0,294.2,11,8.9949,9.7821,11.007,32.7
38,commercial,2024-10-06,6,6,10,1,0,1,-0.781831,0.62349,-0.866025,0.5,174.8,12,11.0214,9.7676,7.614,15.9
38,commercial,2024-12-09,0,9,12,0,0,0,0.0,1.0,-0.0,1.0,452.7,13,8.7193,9.4212,9.448,51.9
45,commercial,2024-01-04,3,4,1,0,0,1,0.433884,-0.900969,0.5,0.866025,257.0,1,5.75,5.75,6.364,44.7
45,commercial,2024-01-23,1,23,1,0,0,1,0.781831,0.62349,0.5,0.866025,189.7,2,4.7029,4.8161,5.393,40.3
45,commercial,2024-02-10,5,10,2,1,0,1,-0.974928,-0.222521,0.866025,0.5,259.9,3,4.166,4.5618,2.539,62.4
45,commercial,2024-03-31,6,31,3,1,0,1,-0.781831,0.62349,1.0,0.0,339.9,4,4.8347,4.4736,3.44,70.3
45,commercial,2024-04-05,4,5,4,0,0,0,-0.433884,-0.900969,0.866025,-0.5,172.2,5,4.7077,4.5466,6.487,36.6
45,commercial,2024-04-10,2,10,4,0,0,0,0.974928,-0.222521,0.866025,-0.5,272.3,6,4.4423,4.5466,4.084,61.3
45,commercial,2024-04-24,2,24,4,0,0,0,0.974928,-0.222521,0.866025,-0.5,436.1,7,4.2721,4.5657,4.776,102.1
45,commercial,2024-05-21,1,21,5,0,1,1,0.781831,0.62349,0.5,-0.866025,331.3,8,5.2821,4.5969,5.111,62.7
45,commercial,2024-06-01,5,1,6,1,1,1,-0.974928,-0.222521,0.0,-1.0,489.4,9,4.3037,4.5726,2.639,113.7
45,commercial,2024-06-21,4,21,6,0,1,1,-0.433884,-0.900969,0.0,-1.0,160.0,10,4.6703,4.6549,4.59,34.3
45,commercial,2024-07-03,2,3,7,0,1,1,0.974928,-0.222521,-0.5,-0.866025,191.2,11,4.8331,4.7447,5.591,39.6
45,commercial,2024-07-21,6,21,7,1,1,1,-0.781831,0.62349,-0.5,-0.866025,252.6,12,4.3227,4.4975,3.56,58.4
45,commercial,2024-08-24,5,24,8,1,1,0,-0.974928,-0.222521,-0.866025,-0.5,393.4,13,4.7323,4.678,2.654,83.1
45,commercial,2024-08-27,1,27,8,0,1,0,0.781831,0.62349,-0.866025,-0.5,305.8,14,4.7416,4.7578,5.928,64.5
45,commercial,2024-09-19,3,19,9,0,0,1,0.433884,-0.900969,-1.0,-0.0,199.8,15,4.5747,4.7206,5.547,43.7
45,commercial,2024-10-19,5,19,10,1,0,1,-0.974928,-0.222521,-0.866025,0.5,385.5,16,4.9769,4.7313,2.654,77.5
45,commercial,2024-10-30,2,30,10,0,0,1,0.974928,-0.222521,-0.866025,0.5,365.5,17,4.4159,4.7394,5.393,82.8
45,commercial,2024-11-06,2,6,11,0,0,1,0.974928,-0.222521,-0.5,0.866025,210.1,18,4.646,4.7443,5.56,45.2
45,commercial,2024-11-07,3,7,11,0,0,1,0.433884,-0.900969,-0.5,0.866025,392.2,19,4.9033,4.7416,4.906,80.0
45,commercial,2024-12-08,6,8,12,1,0,0,-0.781831,0.62349,-0.0,1.0,437.2,20,4.8706,4.6107,3.166,89.8
45,commercial,2024-12-15,6,15,12,1,0,0,-0.781831,0.62349,-0.0,1.0,227.4,21,4.1394,4.4635,4.206,54.9
45,commercial,2024-12-23,0,23,12,0,0,0,0.0,1.0,-0.0,1.0,156.3,22,4.2086,4.4397,2.674,37.1
54,commercial,2024-01-13,5,13,1,1,0,1,-0.974928,-0.222521,0.5,0.866025,204.2,1,6.4009,7.0025,5.31,31.9
54,commercial,2024-02-20,1,20,2,0,0,1,0.781831,0.62349,0.866025,0.5,485.8,2,6.5461,7.0366,8.42,74.2
54,commercial,2024-05-01,2,1,5,0,1,1,0.974928,-0.222521,0.5,-0.866025,496.5,3,5.9907,6.5452,7.678,82.9
54,commercial,2024-05-25,5,25,5,1,1,1,-0.974928,-0.222521,0.5,-0.866025,324.1,4,7.1331,6.9281,5.613,45.4
54,commercial,2024-06-26,2,26,6,0,1,1,0.974928,-0.222521,0.0,-1.0,384.4,5,7.3437,6.7764,8.379,52.3
54,commercial,2024-07-04,3,4,7,0,1,1,0.433884,-0.900969,-0.5,-0.866025,445.8,6,7.3926,7.1489,7.984,60.3
54,commercial,2024-07-19,4,19,7,0,1,1,-0.433884,-0.900969,-0.5,-0.866025,150.4,7,7.18,7.356,6.195,20.9
54,commercial,2024-07-29,0,29,7,0,1,1,0.0,1.0,-0.5,-0.866025,472.0,8,6.5023,7.0251,8.844,72.6
54,commercial,2024-07-30,1,30,7,0,1,1,0.781831,0.62349,-0.5,-0.866025,451.7,9,6.4064,7.1322,8.398,70.5
54,commercial,2024-08-29,3,29,8,0,1,0,0.433884,-0.900969,-0.866025,-0.5,394.9,10,6.3444,7.1253,6.641,62.2
54,commercial,2024-09-23,0,23,9,0,0,1,0.0,1.0,-1.0,-0.0,161.8,11,6.566,6.9388,5.683,24.6
54,commercial,2024-10-03,3,3,10,0,0,1,0.433884,-0.900969,-0.866025,0.5,152.1,12,7.1837,7.1094,9.83,21.2
54,commercial,2024-11-09,5,9,11,1,0,1,-0.974928,-0.222521,-0.5,0.866025,310.3,13,7.0207,6.8354,5.387,44.2
54,commercial,2024-11-24,6,24,11,1,0,1,-0.781831,0.62349,-0.5,0.866025,429.3,14,6.9783,6.8712,2.802,61.5
54,commercial,2024-11-25,0,25,11,0,0,1,0.0,1.0,-0.5,0.866025,137.8,15,6.651,6.9796,6.406,20.7
54,commercial,2024-12-01,6,1,12,1,0,0,-0.781831,0.62349,-0.0,1.0,181.1,16,6.8414,6.8554,4.422,26.5
54,commercial,2024-12-13,4,13,12,0,0,0,-0.433884,-0.900969,-0.0,1.0,201.1,17,7.0669,7.0061,9.036,28.5
54,commercial,2024-12-15,6,15,12,1,0,0,-0.781831,0.62349,-0.0,1.0,470.5,18,7.4156,6.7854,5.495,63.4
74,commercial,2024-01-01,0,1,1,0,0,1,0.0,1.0,0.5,0.866025,101.8,1,11.397,11.397,11.397,8.9
74,commercial,2024-01-02,1,2,1,0,0,1,0.781831,0.62349,0.5,0.866025,417.4,2,9.231,9.231,7.065,45.2
